Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2019-05-07,ETHUSD,171.16,180.79,165.5,166.79,26102.1,4549767.21
2019-05-06,ETHUSD,161.31,175.92,157.8,171.16,23615.18,3966861.88
2019-05-05,ETHUSD,162.23,163.65,157.45,161.31,4571.45,737914.3
2019-05-04,ETHUSD,165.09,168.34,158,162.23,7464.41,1215832.6
2019-05-03,ETHUSD,158.75,169,157.88,165.09,19481.66,3202390.49
2019-05-02,ETHUSD,158.63,160.56,155.79,158.75,9601.06,1518639.9
2019-05-01,ETHUSD,160.41,162.65,156.53,158.63,7170.82,1142153.85
2019-04-30,ETHUSD,152.31,161.13,152.31,160.41,18506.19,2908885.64
2019-04-29,ETHUSD,153.09,154.7,148.82,152.31,10968.84,1671166.72
2019-04-28,ETHUSD,155.47,156.72,152.47,153.09,7168.77,1110962.66
2019-04-27,ETHUSD,152.5,158.1,152.5,155.47,8431.1,1311249.03
2019-04-26,ETHUSD,152.19,155.86,148.37,152.5,22023.8,3344033.97
2019-04-25,ETHUSD,165.84,166.29,146.9,152.19,30197.44,4755559.48
2019-04-24,ETHUSD,171.06,171.06,160.31,165.84,30656.91,5074334.51
2019-04-23,ETHUSD,171.56,176.95,168.98,171.06,19693.36,3415732.05
2019-04-22,ETHUSD,170.13,173.59,168.48,171.56,8384.05,1436327.03
2019-04-21,ETHUSD,173.89,174.48,166.29,170.13,8407.15,1434116.78
2019-04-20,ETHUSD,174.24,177.71,171,173.89,4368.78,760656.81
2019-04-19,ETHUSD,173.69,174.3,169.3,174.24,13418.24,2310068.07
2019-04-18,ETHUSD,166.61,176.19,166.18,173.69,19130.26,3307402.25
2019-04-17,ETHUSD,166.64,168.62,164.62,166.61,10103.44,1682656.28
2019-04-16,ETHUSD,160.39,167.95,159.76,166.64,12234.98,2011346.52
2019-04-15,ETHUSD,168.29,169.79,156,160.39,19416.77,3135540.57
2019-04-14,ETHUSD,164.01,169.03,162,168.29,5643.21,929329.59
2019-04-13,ETHUSD,165.27,166.04,162.28,164.01,6871.5,1127072.4
2019-04-12,ETHUSD,164.87,167.27,159.22,165.27,17861.68,2926192.07
2019-04-11,ETHUSD,177.63,177.66,160.51,164.87,36928.42,6164432.86
2019-04-10,ETHUSD,175.97,185.48,170.51,177.63,27448.04,4914483.07
2019-04-09,ETHUSD,181.15,181.15,174.49,175.97,19143.78,3399541.62
2019-04-08,ETHUSD,174.88,188,174.11,181.15,66722.77,12146380.36
2019-04-07,ETHUSD,165.71,176.96,164.22,174.88,17638.41,3004578.82
2019-04-06,ETHUSD,166.05,174.49,160.33,165.71,12002.17,2014868.05
2019-04-05,ETHUSD,157.8,168.51,156.17,166.05,23849.67,3899212.56
2019-04-04,ETHUSD,160.92,164.84,153.58,157.8,59088.92,9311497.8
2019-04-03,ETHUSD,164.67,179.94,150.51,160.92,108006.29,18328610.72
2019-04-02,ETHUSD,140.93,167.47,140.84,164.67,76869.73,11863801.14
2019-04-01,ETHUSD,141.37,142.91,138.85,140.93,11331.89,1597813.85
2019-03-31,ETHUSD,142.06,142.1,140.19,141.37,2000.36,282086.78
2019-03-30,ETHUSD,141,145.74,140.13,142.06,5875.6,839862.79
2019-03-29,ETHUSD,137.4,141.65,137.04,141,9962.02,1395214.86
2019-03-28,ETHUSD,139.12,139.12,136.65,137.4,16067.33,2207321.35
2019-03-27,ETHUSD,133.15,139.73,133.06,139.12,14404.32,1974892.89
2019-03-26,ETHUSD,133.07,133.76,131.56,133.15,15097.43,2005340.08
2019-03-25,ETHUSD,135.45,136.13,130.69,133.07,13297.09,1774228.97
2019-03-24,ETHUSD,136.54,136.56,132.33,135.45,26168.27,3508620.33
2019-03-23,ETHUSD,136,137.64,135.5,136.54,2545.81,347082.18
2019-03-22,ETHUSD,134.57,137.08,134.06,136,5606.97,763133.17
2019-03-21,ETHUSD,138.67,139.13,132.08,134.57,15222.0,2059830.96
2019-03-20,ETHUSD,138.08,139.22,135.53,138.67,25803.63,3544391.43
2019-03-19,ETHUSD,137,138.62,136.27,138.08,8615.41,1185452.64
2019-03-18,ETHUSD,138.11,141.2,135.57,137,11615.22,1595768.5
2019-03-17,ETHUSD,140.62,140.79,136.75,138.11,10913.31,1520583.52
2019-03-16,ETHUSD,135.65,144.78,135.65,140.62,38713.38,5510601.85
2019-03-15,ETHUSD,131.46,136.81,131.46,135.65,14449.01,1948988.03
2019-03-14,ETHUSD,131.11,134.7,128.9,131.46,14787.65,1941623.16
2019-03-13,ETHUSD,132.77,132.85,130.25,131.11,6217.16,817159.62
2019-03-12,ETHUSD,131.89,134.41,127.69,132.77,15193.44,2007158.48
2019-03-11,ETHUSD,134.64,135.39,130.55,131.89,12907.36,1708943.03
2019-03-10,ETHUSD,136.34,136.55,133.47,134.64,2960.7,399229.79
2019-03-09,ETHUSD,132.91,138.04,132.12,136.34,6221.14,845377.88
2019-03-08,ETHUSD,136.22,138.62,130,132.91,16290.24,2194231.1
2019-03-07,ETHUSD,137.03,139.5,134.84,136.22,17483.43,2404630.44
2019-03-06,ETHUSD,136.32,140.18,133.31,137.03,20437.09,2786914.81
2019-03-05,ETHUSD,125.38,137.52,124.9,136.32,25703.74,3396222.99
2019-03-04,ETHUSD,129.66,130.35,122.61,125.38,15845.47,1997439.6
2019-03-03,ETHUSD,132.32,134.56,127.39,129.66,6861.54,898938.54
2019-03-02,ETHUSD,134.91,136.2,129.69,132.32,13845.58,1840079.38
2019-03-01,ETHUSD,134.7,137.53,133.95,134.91,11534.07,1563828.89
2019-02-28,ETHUSD,134.47,138.94,131.69,134.7,20577.33,2783047.0
2019-02-27,ETHUSD,135.95,139.55,125.77,134.47,29125.28,3822219.25
2019-02-26,ETHUSD,137.69,138.09,133.12,135.95,14405.13,1953411.12
2019-02-25,ETHUSD,131.82,141.02,131.32,137.69,36122.84,4931276.19
2019-02-24,ETHUSD,157.67,165.5,129.32,131.82,92159.9,13095889.8
2019-02-23,ETHUSD,146.61,159.43,144.31,157.67,19191.07,2940746.02
2019-02-22,ETHUSD,144.4,147.99,142.2,146.61,31469.22,4588219.01
2019-02-21,ETHUSD,147.98,148.55,141.93,144.4,22658.48,3286055.78
2019-02-20,ETHUSD,142.77,148.33,139.29,147.98,30128.73,4298916.54
2019-02-19,ETHUSD,144.56,149.13,141.95,142.77,26152.4,3814133.19
2019-02-18,ETHUSD,132.44,147.83,131.29,144.56,31691.91,4455126.24
2019-02-17,ETHUSD,121.83,136.86,121.34,132.44,63240.91,8128440.96
2019-02-16,ETHUSD,120.26,123.57,120.26,121.83,3725.71,455814.84
2019-02-15,ETHUSD,119.28,123.3,119.28,120.26,8202.44,989711.64
2019-02-14,ETHUSD,120.66,123.07,118.97,119.28,13488.14,1627624.23
2019-02-13,ETHUSD,120.91,125.09,119.59,120.66,16180.75,1963437.66
2019-02-12,ETHUSD,119.49,122.35,117.24,120.91,18876.23,2259210.86
2019-02-11,ETHUSD,123.88,124.11,118.4,119.49,19298.69,2314304.48
2019-02-10,ETHUSD,118.07,125.02,115,123.88,15246.37,1809885.25
2019-02-09,ETHUSD,118.27,119.69,116.35,118.07,7468.55,877637.32
2019-02-08,ETHUSD,103.13,121.93,101,118.27,63533.27,6968384.48
2019-02-07,ETHUSD,103.44,104.74,102.73,103.13,6698.08,693569.12
2019-02-06,ETHUSD,106.01,106.4,100,103.44,30328.14,3102428.94
2019-02-05,ETHUSD,106.09,106.66,105.2,106.01,9478.96,1005705.44
2019-02-04,ETHUSD,106.01,107.85,105.5,106.09,8854.36,940946.06
2019-02-03,ETHUSD,109.18,109.77,104.7,106.01,6233.03,667881.7
2019-02-02,ETHUSD,106.01,110,105.27,109.18,8640.54,926739.73
2019-02-01,ETHUSD,105.7,107.44,103.01,106.01,13203.89,1387258.18
2019-01-31,ETHUSD,107.61,110.03,104.74,105.7,19913.28,2111230.41
2019-01-30,ETHUSD,104.01,109.44,103,107.61,22768.71,2430703.76
2019-01-29,ETHUSD,105.35,105.91,101,104.01,69582.93,7141255.71
2019-01-28,ETHUSD,111,112.1,100.82,105.35,58880.87,6088646.92
2019-01-27,ETHUSD,115.01,115.22,110.57,111,34306.91,3862809.18
2019-01-26,ETHUSD,114.98,117.4,110,115.01,6633.12,766817.04
2019-01-25,ETHUSD,116.3,117.06,114.25,114.98,19107.57,2204291.96
2019-01-24,ETHUSD,116.45,117.05,113.8,116.3,19565.23,2262297.32
2019-01-23,ETHUSD,118.03,118.94,115.05,116.45,14761.03,1725130.62
2019-01-22,ETHUSD,116.01,119.59,111.06,118.03,20423.19,2373002.9
2019-01-21,ETHUSD,117.4,118.16,113.61,116.01,9428.34,1094767.74
2019-01-20,ETHUSD,123.6,123.62,115.81,117.4,12272.05,1453216.27
2019-01-19,ETHUSD,121.03,126.37,119.35,123.6,13809.19,1708704.8
2019-01-18,ETHUSD,122.43,122.63,118.2,119.51,10856.07,1305284.48
2019-01-17,ETHUSD,122.01,123.8,117.2,122.43,21131.92,2555257.68
2019-01-16,ETHUSD,120,127.51,119.38,122.01,30564.81,3728678.73
2019-01-15,ETHUSD,128.39,130.63,117.03,120,37707.28,4698503.54
2019-01-14,ETHUSD,115.35,131.47,115.35,128.39,41202.99,5109204.1
2019-01-13,ETHUSD,124.46,125.32,113.4,115.35,19682.87,2337070.41
2019-01-12,ETHUSD,125.77,127.31,123.35,124.46,5380.85,676645.86
2019-01-11,ETHUSD,126.43,128.82,121.66,125.77,16005.89,2015668.8
2019-01-10,ETHUSD,149.42,150.84,122.24,126.43,56725.36,7496323.86
2019-01-09,ETHUSD,148.83,153.12,148.15,149.42,21376.58,3225311.14
2019-01-08,ETHUSD,150.27,153.01,146.52,148.83,25718.8,3850561.0
2019-01-07,ETHUSD,155.83,157.07,148.45,150.27,30049.43,4589595.95
2019-01-06,ETHUSD,153.93,159.5,148.3,155.83,48883.44,7482491.33
2019-01-05,ETHUSD,153.56,160.7,152.02,153.93,23920.27,3759270.56
2019-01-04,ETHUSD,147.07,155.46,145.11,153.56,34482.59,5194087.23
2019-01-03,ETHUSD,153.57,154.39,144.48,147.07,20948.64,3114243.17
2019-01-02,ETHUSD,139.48,156.83,138.78,153.57,50997.02,7556046.75
2019-01-01,ETHUSD,130.8,140.92,128.72,139.48,22869.36,3056806.52
2018-12-31,ETHUSD,138.87,138.99,128.24,130.8,37309.08,4966387.72
2018-12-30,ETHUSD,134.19,139.96,128.84,138.87,14825.31,2007891.31
2018-12-29,ETHUSD,137.26,147,131.74,134.19,22240.81,3073759.28
2018-12-28,ETHUSD,114.37,138.44,113.27,137.26,43772.83,5573926.18
2018-12-27,ETHUSD,130.31,131.79,112.01,114.37,80560.46,9378964.73
2018-12-26,ETHUSD,129,136.42,123.6,130.31,24918.78,3236871.32
2018-12-25,ETHUSD,139.02,139.8,122,129,50135.35,6404675.4
2018-12-24,ETHUSD,129.54,159.26,129.54,139.02,82894.86,11970142.85
2018-12-23,ETHUSD,115.89,133,115.89,129.54,41855.53,5297541.0
2018-12-22,ETHUSD,107.7,120,105.72,115.89,21214.75,2392034.82
2018-12-21,ETHUSD,114.8,119.2,105.02,107.7,77499.65,8676301.27
2018-12-20,ETHUSD,99.38,118,98.62,114.8,101949.68,11319131.7
2018-12-19,ETHUSD,100.91,109.21,98,99.38,90900.65,9371362.93
2018-12-18,ETHUSD,93.88,101.48,91.5,100.91,40242.73,3821591.21
2018-12-17,ETHUSD,83.72,97.24,83.65,93.88,56944.15,5248065.92
2018-12-16,ETHUSD,82.93,86.62,82.93,83.72,17178.21,1462886.75
2018-12-15,ETHUSD,83,84.98,80.83,82.93,21053.07,1738394.45
2018-12-14,ETHUSD,84.98,85.92,80.98,83,34325.58,2864900.45
2018-12-13,ETHUSD,89.07,90.23,83.77,84.98,43795.34,3799171.37
2018-12-12,ETHUSD,87.02,91,86.03,89.07,31563.15,2807223.51
2018-12-11,ETHUSD,89.36,90.95,85,87.26,23032.8,2011237.88
2018-12-10,ETHUSD,92.47,94.87,87.5,89.36,27893.94,2517292.81
2018-12-09,ETHUSD,90.08,98.29,88.23,92.47,16884.55,1584602.51
2018-12-08,ETHUSD,92.57,94.18,84.05,90.08,39711.93,3504567.85
2018-12-07,ETHUSD,89.05,96.51,81.5,92.57,125974.84,10987426.24
2018-12-06,ETHUSD,100.59,105,89.05,89.05,158728.47,14984295.41
2018-12-05,ETHUSD,108.62,109.12,100.43,100.59,34672.06,3618586.04
2018-12-04,ETHUSD,107.13,112.05,104.77,108.62,24950.12,2704242.13
2018-12-03,ETHUSD,114.79,115.1,104.86,107.13,27036.1,2957350.44
2018-12-02,ETHUSD,116.75,119.38,113,114.79,22121.02,2544995.36
2018-12-01,ETHUSD,111.97,121.12,110,116.75,19557.57,2280123.42
2018-11-30,ETHUSD,116.41,119.46,109.5,112.05,39462.4,4484623.11
2018-11-29,ETHUSD,121.77,123.03,113.15,116.41,47437.74,5597345.0
2018-11-28,ETHUSD,108.71,126,108.71,121.77,69767.11,8155122.68
2018-11-27,ETHUSD,106.82,111.23,99.26,108.71,70984.6,7377161.54
2018-11-26,ETHUSD,114.5,116.85,102.73,106.82,89084.78,9661091.66
2018-11-25,ETHUSD,110.66,118.81,98.2,114.5,116346.4,12560155.97
2018-11-24,ETHUSD,121.32,125.96,106.61,110.66,48101.46,5549720.48
2018-11-23,ETHUSD,123.17,125.12,115.2,121.32,70236.74,8458068.27
2018-11-22,ETHUSD,134.61,136.99,122.5,123.17,38084.55,4973516.4
2018-11-21,ETHUSD,127.49,137.27,122.5,134.61,94977.47,12352164.75
2018-11-20,ETHUSD,145.42,149.67,120.38,127.49,190636.95,25156651.91
2018-11-19,ETHUSD,175.62,175.79,142.38,145.42,91475.88,14171386.64
2018-11-18,ETHUSD,172.49,179.55,171.76,175.62,12417.16,2168041.55
2018-11-17,ETHUSD,172.58,174.99,170.58,172.49,11180.47,1929612.23
2018-11-16,ETHUSD,178.64,179.86,169,172.74,39847.33,7010066.78
2018-11-15,ETHUSD,178.26,181.09,165.35,178.64,40643.15,7067765.57
2018-11-14,ETHUSD,203.31,204.85,165,178.26,93164.97,17043825.67
2018-11-13,ETHUSD,208.74,208.74,203,203.31,11259.82,2313295.92
2018-11-12,ETHUSD,209.88,211.93,207.1,208.74,7960.87,1665260.95
2018-11-11,ETHUSD,210.47,210.99,206,209.88,6833.15,1424993.55
2018-11-10,ETHUSD,208.2,212.58,207.85,210.47,2462.72,519370.45
2018-11-09,ETHUSD,209.99,212.07,206.45,208.2,9001.27,1881637.72
2018-11-08,ETHUSD,216.51,217.98,209.76,209.99,25733.18,5459289.99
2018-11-07,ETHUSD,218.54,222.78,215.27,216.51,20298.29,4440433.98
2018-11-06,ETHUSD,208.55,218.88,207.09,218.54,31071.27,6597926.03
2018-11-05,ETHUSD,210.1,211.27,205.63,208.55,16885.08,3501347.01
2018-11-04,ETHUSD,198.39,217.55,198.01,210.1,16616.73,3443190.17
2018-11-03,ETHUSD,199.65,199.94,198.01,198.39,4257.41,846309.83
2018-11-02,ETHUSD,197.75,202.21,197.65,199.65,14096.93,2811694.59
2018-11-01,ETHUSD,196.95,198.24,195.56,197.75,10366.27,2039661.93
2018-10-31,ETHUSD,195.36,198.99,192,196.95,21466.61,4196826.88
2018-10-30,ETHUSD,194.25,196.28,192.56,195.36,12082.55,2348284.35
2018-10-29,ETHUSD,202.46,202.67,190.52,194.25,25379.04,4956877.34
2018-10-28,ETHUSD,201.44,203.08,201.02,202.46,5388.28,1086373.87
2018-10-27,ETHUSD,200.66,201.58,200.25,201.44,3912.18,786821.24
2018-10-26,ETHUSD,199.64,204,198.52,200.66,14026.93,2814459.42
2018-10-25,ETHUSD,200.71,200.94,195,199.64,24931.58,4942964.12
2018-10-24,ETHUSD,201.14,203.14,200.25,200.71,13769.6,2774062.53
2018-10-23,ETHUSD,201.02,202.04,197.71,201.14,10931.46,2189213.26
2018-10-22,ETHUSD,202.05,203.1,199.7,201.02,17044.2,3428001.63
2018-10-21,ETHUSD,202.69,205.89,201.49,202.05,5136.2,1045769.98
2018-10-20,ETHUSD,200.69,204.55,200.5,202.69,12581.98,2556211.47
2018-10-19,ETHUSD,199.15,201.53,197.46,200.69,13195.16,2632431.79
2018-10-18,ETHUSD,203.27,205.32,196.97,199.15,24104.17,4852698.03
2018-10-17,ETHUSD,205.64,206.5,201.35,203.27,10623.73,2165185.45
2018-10-16,ETHUSD,204.26,204.26,203.53,203.53,0.0,0.0
2018-10-15,ETHUSD,191.55,221.57,190,204.26,81720.95,16762958.3
2018-10-14,ETHUSD,197,201.1,189.19,191.55,9538.28,1866147.92
2018-10-13,ETHUSD,194.12,198.5,193.66,197,5299.46,1043124.69
2018-10-12,ETHUSD,188.39,197.84,186.76,194.12,39371.41,7593169.53
2018-10-11,ETHUSD,224,224,185.29,188.39,66492.88,13354576.39
2018-10-10,ETHUSD,226.51,230,221.6,224,24732.11,5539258.0
2018-10-09,ETHUSD,227.75,229.36,224.96,226.51,18767.37,4253385.73
2018-10-08,ETHUSD,224.92,230.54,222.65,227.75,19313.78,4384020.25
2018-10-07,ETHUSD,224.44,225.91,220.35,224.92,3905.32,873273.88
2018-10-06,ETHUSD,226.13,227.22,221.56,224.44,3666.12,821322.11
2018-10-05,ETHUSD,221,230.11,218.86,226.13,14787.41,3288840.16
2018-10-04,ETHUSD,219.2,225,218.26,221,17976.96,4000720.33
2018-10-03,ETHUSD,224.81,225.84,214.41,219.2,28841.06,6290808.37
2018-10-02,ETHUSD,230.24,230.8,221.86,224.81,21163.9,4778957.54
2018-10-01,ETHUSD,232.21,234.87,224.01,230.24,18619.7,4267832.52
2018-09-30,ETHUSD,231.57,238.42,225.95,232.21,7020.62,1630787.59
2018-09-29,ETHUSD,221.48,235.71,213.01,231.57,9403.98,2157221.02
2018-09-28,ETHUSD,228.71,233.27,213.74,221.48,28443.28,6358812.94
2018-09-27,ETHUSD,213.96,234.11,210,228.71,50381.6,11129206.73
2018-09-26,ETHUSD,219.11,222.49,207.35,213.96,26825.15,5799432.97
2018-09-25,ETHUSD,228,228,203.2,219.11,38700.94,8282223.67
2018-09-24,ETHUSD,244.15,246.36,225.04,228,22588.86,5284536.87
2018-09-23,ETHUSD,240.17,248.99,236.82,244.15,27853.48,6816523.87
2018-09-22,ETHUSD,248.02,255.22,232.73,240.17,14325.63,3453488.45
2018-09-21,ETHUSD,224.8,253.46,221.12,248.02,75388.68,17570704.59
2018-09-20,ETHUSD,209.71,230.78,206.65,224.8,28139.04,6072153.94
2018-09-19,ETHUSD,208.35,214.5,197.24,209.71,33120.16,6863521.1
2018-09-18,ETHUSD,196.5,214.38,193.27,208.35,50157.68,10270720.74
2018-09-17,ETHUSD,220.37,224.88,192.21,196.5,54702.68,11364136.35
2018-09-16,ETHUSD,222.07,223.58,207.99,220.37,8736.26,1892881.18
2018-09-15,ETHUSD,215.41,226.86,211,222.07,14289.41,3150137.1
2018-09-14,ETHUSD,211.54,224.79,202.65,215.41,48592.29,10423474.25
2018-09-13,ETHUSD,182.6,214.94,182.6,211.54,53414.83,10763419.04
2018-09-12,ETHUSD,184.9,184.9,167.49,182.6,78002.93,13583023.63
2018-09-11,ETHUSD,196.9,198.95,176.01,184.9,49548.48,9152094.06
2018-09-10,ETHUSD,196.29,202.52,186.65,196.9,38348.96,7456913.39
2018-09-09,ETHUSD,196.87,208.11,175.7,196.29,74845.25,14386006.79
2018-09-08,ETHUSD,215.3,219.51,186,196.87,51058.59,10261357.05
2018-09-07,ETHUSD,229.25,234.04,210.07,215.3,50477.22,11166069.92
2018-09-06,ETHUSD,227.86,235,210,229.25,83379.91,18712356.76
2018-09-05,ETHUSD,284.78,287.64,226.43,227.86,53240.67,13313862.29
2018-09-04,ETHUSD,288.73,291.97,280.56,284.78,31791.19,9077051.61
2018-09-03,ETHUSD,294.24,296.45,285.24,288.73,11418.55,3304591.42
2018-09-02,ETHUSD,295.19,299.61,289,294.24,8569.62,2522358.74
2018-09-01,ETHUSD,281.61,302,280.34,295.19,16593.04,4814210.0
2018-08-31,ETHUSD,284.14,284.8,276.65,281.61,12389.62,3482801.14
2018-08-30,ETHUSD,288.52,290.98,272.51,284.14,20165.39,5649771.81
2018-08-29,ETHUSD,295.24,297,284.3,288.52,15506.05,4492649.69
2018-08-28,ETHUSD,287.82,297.53,282.88,295.24,21287.73,6143401.65
2018-08-27,ETHUSD,274.39,288.38,271.63,287.82,21011.57,5841834.95
2018-08-26,ETHUSD,277.74,277.74,269.61,274.39,8384.27,2293207.41
2018-08-25,ETHUSD,282.08,282.78,276.79,277.74,8080.58,2252274.88
2018-08-24,ETHUSD,275.62,283,270.02,282.08,21744.55,5999831.2
2018-08-23,ETHUSD,270.32,280.75,268.17,275.62,24799.66,6822707.77
2018-08-22,ETHUSD,280.86,298.67,259.49,270.32,72522.34,20256072.97
2018-08-21,ETHUSD,270.76,285.68,269.35,280.86,20469.11,5687234.05
2018-08-20,ETHUSD,299.88,303.82,269.19,270.76,27619.18,7774642.64
2018-08-19,ETHUSD,294.7,306.85,289.13,299.88,26372.15,7873857.42
2018-08-18,ETHUSD,317.18,321.08,283,294.7,20473.65,6104914.99
2018-08-17,ETHUSD,287.22,317.49,285.62,317.18,65350.85,19709691.0
2018-08-16,ETHUSD,281.28,299.03,278,287.22,29041.78,8362569.0
2018-08-15,ETHUSD,278.49,304.75,277.01,281.28,46300.13,13384762.45
2018-08-14,ETHUSD,284.17,284.25,250.33,278.49,93169.13,24446963.5
2018-08-13,ETHUSD,318.34,322.29,281.18,284.17,56863.44,16988217.84
2018-08-12,ETHUSD,308.09,308.09,308.09,308.09,0.0,0.0
2018-08-11,ETHUSD,328.15,328.15,304.49,308.09,24219.2,7642470.79
2018-08-10,ETHUSD,363.25,365.76,325,328.15,26979.48,9306069.58
2018-08-09,ETHUSD,355.4,370.29,351.3,363.25,17904.22,6467826.6
2018-08-08,ETHUSD,377.7,380.73,347.66,355.4,33433.65,12077860.65
2018-08-07,ETHUSD,404.78,410.2,369,377.7,18717.11,7386165.71
2018-08-06,ETHUSD,408.82,414,401,404.78,9726.21,3940600.74
2018-08-05,ETHUSD,406.18,413.16,400,408.82,5477.61,2222747.93
2018-08-04,ETHUSD,417.43,420,400.94,406.18,4851.35,1984765.38
2018-08-03,ETHUSD,410.9,419.25,398.08,417.43,14130.75,5777686.11
2018-08-02,ETHUSD,419.1,423.92,407,410.9,28811.92,11984723.8
2018-08-01,ETHUSD,431.63,434.39,407.49,419.1,18557.89,7771978.46
2018-07-31,ETHUSD,456.1,462.04,421.33,431.63,20067.34,8777970.94
2018-07-30,ETHUSD,466.04,469.02,445,456.1,15375.08,6985218.31
2018-07-29,ETHUSD,467.88,470.91,462,466.04,2149.9,999789.51
2018-07-28,ETHUSD,468.8,471.42,460.23,467.88,2999.92,1398379.84
2018-07-27,ETHUSD,462,473.49,455.29,468.8,13463.38,6252338.87
2018-07-26,ETHUSD,470.8,483.99,458.97,462,10598.61,5019537.99
2018-07-25,ETHUSD,480.34,485,463.04,470.8,8567.79,4059664.89
2018-07-24,ETHUSD,449,484.56,447.91,480.34,18722.12,8817034.02
2018-07-23,ETHUSD,457.21,469,446.34,449,12500.04,5733988.57
2018-07-22,ETHUSD,461.39,471.22,453.94,457.21,3464.49,1601494.8
2018-07-21,ETHUSD,450.24,467.97,442.5,461.39,4364.32,1997386.98
2018-07-20,ETHUSD,468.83,469.22,441,450.24,25191.64,11450385.56
2018-07-19,ETHUSD,478.81,483.36,462.06,468.83,19429.74,9165534.39
2018-07-18,ETHUSD,499.11,515.88,470.1,478.81,25198.37,12402282.36
2018-07-17,ETHUSD,478.71,511.11,465.53,499.11,33954.57,16477578.34
2018-07-16,ETHUSD,448.77,480,444,478.71,14288.66,6698361.13
2018-07-15,ETHUSD,433.59,454.27,431.32,448.77,5393.66,2405814.14
2018-07-14,ETHUSD,431,440.57,428.7,433.59,2637.64,1145631.77
2018-07-13,ETHUSD,430.98,441.95,425.16,431,10318.9,4484491.11
2018-07-12,ETHUSD,445.58,445.72,418.47,430.98,11187.93,4817703.52
2018-07-11,ETHUSD,433.12,447.3,425.08,445.58,13090.01,5723560.4
2018-07-10,ETHUSD,471.04,473.57,427.11,433.12,32401.13,14444606.25
2018-07-09,ETHUSD,485.87,487.88,468.84,471.04,13527.26,6480881.09
2018-07-08,ETHUSD,486,495,481.01,485.87,11453.83,5584120.07
2018-07-07,ETHUSD,468.3,486.3,461.31,486,6993.76,3296597.25
2018-07-06,ETHUSD,467.94,475,450.04,467.48,10534.54,4911465.9
2018-07-05,ETHUSD,467.15,478.07,457.75,467.94,20345.42,9529836.63
2018-07-04,ETHUSD,461.96,481.6,451.22,467.15,18529.57,8627336.98
2018-07-03,ETHUSD,476.74,485.67,457.6,461.96,29623.12,13942003.75
2018-07-02,ETHUSD,452.09,481.9,444.05,476.74,18843.86,8812247.24
2018-07-01,ETHUSD,453.67,455.92,444.65,452.09,7599.54,3423183.29
2018-06-30,ETHUSD,434.86,461,434.86,453.67,12069.9,5434884.71
2018-06-29,ETHUSD,420.4,442.73,403.19,434.86,45574.07,18830939.97
2018-06-28,ETHUSD,441.64,444,416.87,420.4,16710.44,7188545.19
2018-06-27,ETHUSD,429.41,445.45,418.85,441.64,28083.65,12120627.11
2018-06-26,ETHUSD,457.94,461,429.41,429.41,27954.51,12493826.41
2018-06-25,ETHUSD,455.35,472.75,444.8,457.94,27319.73,12558191.59
2018-06-24,ETHUSD,474.78,476.15,420.32,455.35,68470.38,30005082.91
2018-06-23,ETHUSD,463.32,480.33,457.4,474.78,10043.18,4710987.62
2018-06-22,ETHUSD,525.33,525.52,450,463.32,56383.04,26953910.0
2018-06-21,ETHUSD,536.4,545,521.8,525.33,12296.34,6529547.69
2018-06-20,ETHUSD,539.82,541.3,517.1,536.4,17161.81,9051537.82
2018-06-19,ETHUSD,517.47,547,514.2,539.82,18910.4,10086508.82
2018-06-18,ETHUSD,496.58,524.44,487.32,517.47,15201.88,7746750.84
2018-06-17,ETHUSD,497.72,507.88,493.76,496.58,6931.37,3468061.4
2018-06-16,ETHUSD,487.52,502.52,484.17,497.72,10599.44,5248185.08
2018-06-15,ETHUSD,519.82,520.98,482.84,487.52,59253.94,29456908.16
2018-06-14,ETHUSD,477.4,526.1,460,519.82,53021.94,26327219.51
2018-06-13,ETHUSD,494.57,502.37,450.84,477.4,64492.44,30458680.42
2018-06-12,ETHUSD,531.59,538.21,485,494.57,46178.16,23683309.03
2018-06-11,ETHUSD,525,536.01,507.69,531.59,33430.06,17433645.36
2018-06-10,ETHUSD,592.69,592.69,503.72,525,28900.21,15717773.07
2018-06-09,ETHUSD,602.61,608.92,590,592.69,7962.7,4772168.9
2018-06-08,ETHUSD,604.83,607,591.28,602.61,19313.03,11554990.15
2018-06-07,ETHUSD,605.79,615.42,598.18,604.83,21349.52,12947096.95
2018-06-06,ETHUSD,607.31,611.81,592.84,605.79,15494.85,9328061.66
2018-06-05,ETHUSD,590.66,612,575,607.31,28188.74,16740546.61
2018-06-04,ETHUSD,618.49,624.84,579.12,590.66,17216.66,10319798.14
2018-06-03,ETHUSD,590.62,628,590,618.49,7111.58,4366113.02
2018-06-02,ETHUSD,578.75,599.95,574,590.62,13449.28,7907573.69
2018-06-01,ETHUSD,577.3,588.61,564.01,578.75,18253.67,10476090.34
2018-05-31,ETHUSD,557.11,584.99,552.99,577.3,24802.46,14181804.49
2018-05-30,ETHUSD,566.72,585,542,557.11,39761.01,22475165.83
2018-05-29,ETHUSD,511.37,572.73,511,566.72,30245.98,16611324.93
2018-05-28,ETHUSD,569.23,574,506.82,511.37,28579.83,15213092.58
2018-05-27,ETHUSD,584.8,591.19,556.82,569.23,12215.74,6994195.99
2018-05-26,ETHUSD,584.6,606.1,568.58,584.8,14856.61,8743491.43
